time,isp,idlePing,download,downloadPing,upload,uploadPing,packetLoss
2025-01-19T11:57:09-06:00[America/Chicago],T-Mobile USA,41,81,191,19,387,0
2025-01-19T12:12:50-06:00[America/Chicago],T-Mobile USA,37,464,195,31,409,0
2025-01-19T12:28:12-06:00[America/Chicago],T-Mobile USA,43,87,172,28,550,0
2025-01-19T12:43:39-06:00[America/Chicago],T-Mobile USA,40,370,328,28,274,0
2025-01-19T12:59:03-06:00[America/Chicago],T-Mobile USA,46,439,247,40,345,0
2025-01-19T13:46:52-06:00[America/Chicago],T-Mobile USA,37,409,311,14,601,0
2025-01-19T14:02:20-06:00[America/Chicago],T-Mobile USA,36,455,431,27,417,0
2025-01-19T15:26:31-06:00[America/Chicago],T-Mobile USA,34,278,252,25,463,0
2025-01-19T16:27:01-06:00[America/Chicago],T-Mobile USA,41,382,438,30,389,0
2025-01-19T17:54:34-06:00[America/Chicago],T-Mobile USA,39,310,408,29,447,1
2025-01-19T19:35:42-06:00[America/Chicago],T-Mobile USA,37,358,604,14,438,0
2025-01-19T22:46:20-06:00[America/Chicago],T-Mobile USA,46,313,331,30,528,0
2025-01-20T00:11:32-06:00[America/Chicago],T-Mobile USA,40,404,228,26,451,0
2025-01-20T01:11:59-06:00[America/Chicago],T-Mobile USA,33,427,559,31,409,0
2025-01-20T02:12:32-06:00[America/Chicago],T-Mobile USA,40,486,508,31,381,0
2025-01-20T03:13:06-06:00[America/Chicago],T-Mobile USA,40,497,364,32,329,0
2025-01-20T06:15:07-06:00[America/Chicago],T-Mobile USA,40,354,131,31,406,0
2025-01-20T07:15:37-06:00[America/Chicago],T-Mobile USA,43,284,100,33,424,0
2025-01-20T08:16:06-06:00[America/Chicago],T-Mobile USA,40,267,174,32,429,0
2025-01-20T09:16:37-06:00[America/Chicago],T-Mobile USA,40,282,207,28,311,0
2025-01-20T10:17:08-06:00[America/Chicago],T-Mobile USA,43,250,301,16,448,0
2025-01-20T12:17:53-06:00[America/Chicago],T-Mobile USA,44,251,615,18,535,0
2025-01-20T13:18:23-06:00[America/Chicago],T-Mobile USA,40,286,309,14,421,0
2025-01-20T14:18:53-06:00[America/Chicago],T-Mobile USA,45,289,571,17,282,0
2025-01-20T16:19:32-06:00[America/Chicago],T-Mobile USA,39,280,661,21,703,0
2025-01-20T17:20:05-06:00[America/Chicago],T-Mobile USA,45,279,725,22,276,0
2025-01-20T18:20:35-06:00[America/Chicago],T-Mobile USA,58,201,172,25,618,0
2025-01-20T19:21:07-06:00[America/Chicago],T-Mobile USA,58,310,882,12,1174,0
2025-01-20T20:21:38-06:00[America/Chicago],T-Mobile USA,45,239,288,17,469,0
2025-01-20T21:22:10-06:00[America/Chicago],T-Mobile USA,49,292,677,11,780,0
2025-01-20T22:22:35-06:00[America/Chicago],T-Mobile USA,52,387,434,21,491,0
2025-01-20T23:23:01-06:00[America/Chicago],T-Mobile USA,45,381,335,31,428,0
2025-01-21T00:23:23-06:00[America/Chicago],T-Mobile USA,46,206,348,34,407,0
2025-01-21T01:23:54-06:00[America/Chicago],T-Mobile USA,40,376,552,19,302,0
2025-01-21T02:24:27-06:00[America/Chicago],T-Mobile USA,40,458,515,21,347,0
2025-01-21T03:24:55-06:00[America/Chicago],T-Mobile USA,45,435,389,15,202,0
2025-01-21T04:25:28-06:00[America/Chicago],T-Mobile USA,40,326,738,21,305,0
2025-01-21T05:25:55-06:00[America/Chicago],T-Mobile USA,44,449,531,22,159,0
2025-01-21T06:26:25-06:00[America/Chicago],T-Mobile USA,39,402,279,40,351,30
2025-01-21T07:26:52-06:00[America/Chicago],T-Mobile USA,41,387,274,39,343,0
2025-01-21T08:27:21-06:00[America/Chicago],T-Mobile USA,41,328,356,36,402,0
2025-01-21T09:27:48-06:00[America/Chicago],T-Mobile USA,41,377,436,35,376,0
2025-01-21T10:28:13-06:00[America/Chicago],T-Mobile USA,41,301,253,31,360,0
2025-01-21T11:28:37-06:00[America/Chicago],T-Mobile USA,40,312,341,26,494,0
2025-01-21T12:29:08-06:00[America/Chicago],T-Mobile USA,54,289,294,14,440,0
2025-01-21T13:29:38-06:00[America/Chicago],T-Mobile USA,64,88,76,12,562,NaN
2025-01-21T14:30:09-06:00[America/Chicago],T-Mobile USA,53,310,504,13,775,0
2025-01-21T15:30:43-06:00[America/Chicago],T-Mobile USA,41,316,347,28,500,0
2025-01-21T16:31:17-06:00[America/Chicago],T-Mobile USA,37,286,326,28,527,1
2025-01-21T17:31:46-06:00[America/Chicago],T-Mobile USA,51,197,113,28,451,0
2025-01-21T18:32:12-06:00[America/Chicago],T-Mobile USA,46,343,771,24,211,0
2025-01-21T19:32:43-06:00[America/Chicago],T-Mobile USA,42,336,791,23,533,1
2025-01-21T20:33:19-06:00[America/Chicago],T-Mobile USA,38,318,749,22,595,0
2025-01-21T21:33:48-06:00[America/Chicago],T-Mobile USA,40,332,381,14,890,0
2025-01-21T22:34:22-06:00[America/Chicago],T-Mobile USA,45,358,466,30,512,0
2025-01-21T23:34:50-06:00[America/Chicago],T-Mobile USA,40,335,572,26,502,0
2025-01-22T00:35:19-06:00[America/Chicago],T-Mobile USA,42,304,1005,13,NaN,0
2025-01-22T01:35:55-06:00[America/Chicago],T-Mobile USA,48,359,755,11,634,0
2025-01-22T02:36:29-06:00[America/Chicago],T-Mobile USA,45,392,713,11,524,0
2025-01-22T03:37:04-06:00[America/Chicago],T-Mobile USA,49,370,771,10,1183,0
2025-01-22T04:37:39-06:00[America/Chicago],T-Mobile USA,40,383,747,11,1367,0
2025-01-22T05:38:14-06:00[America/Chicago],T-Mobile USA,42,358,834,8,1167,0
2025-01-22T07:39:05-06:00[America/Chicago],T-Mobile USA,44,465,331,25,534,0
2025-01-22T08:39:37-06:00[America/Chicago],T-Mobile USA,40,414,404,25,543,0
2025-01-22T10:40:22-06:00[America/Chicago],T-Mobile USA,50,412,486,7,1103,0
2025-01-22T11:40:58-06:00[America/Chicago],T-Mobile USA,48,455,653,7,762,0
2025-01-22T12:41:30-06:00[America/Chicago],T-Mobile USA,40,436,345,7,830,0
2025-01-22T13:42:01-06:00[America/Chicago],T-Mobile USA,48,367,747,5,309,0
2025-01-22T14:42:35-06:00[America/Chicago],T-Mobile USA,50,383,432,9,770,0
2025-01-22T15:43:06-06:00[America/Chicago],T-Mobile USA,40,367,357,9,535,0
2025-01-22T16:43:37-06:00[America/Chicago],T-Mobile USA,44,332,573,10,988,0
2025-01-22T17:44:11-06:00[America/Chicago],T-Mobile USA,47,365,570,7,1076,0
2025-01-22T18:44:43-06:00[America/Chicago],T-Mobile USA,44,350,542,9,1523,0
2025-01-22T19:45:18-06:00[America/Chicago],T-Mobile USA,45,370,861,7,926,0
2025-01-22T20:45:53-06:00[America/Chicago],T-Mobile USA,53,290,847,8,NaN,1
2025-01-22T21:46:28-06:00[America/Chicago],T-Mobile USA,41,372,568,11,698,0
2025-01-22T22:46:59-06:00[America/Chicago],T-Mobile USA,44,355,313,19,190,0
2025-01-22T23:47:30-06:00[America/Chicago],T-Mobile USA,47,474,555,22,226,0
2025-01-23T01:48:13-06:00[America/Chicago],T-Mobile USA,40,447,414,31,341,0
2025-01-23T02:48:41-06:00[America/Chicago],T-Mobile USA,40,413,470,41,280,0
2025-01-23T03:49:12-06:00[America/Chicago],T-Mobile USA,53,471,424,22,302,0
2025-01-23T04:49:41-06:00[America/Chicago],T-Mobile USA,42,428,538,20,164,0
2025-01-23T05:50:10-06:00[America/Chicago],T-Mobile USA,49,371,267,23,321,0
2025-01-23T06:50:40-06:00[America/Chicago],T-Mobile USA,50,475,509,34,388,0
2025-01-23T07:51:11-06:00[America/Chicago],T-Mobile USA,40,350,125,34,418,0
2025-01-23T09:51:53-06:00[America/Chicago],T-Mobile USA,44,339,286,28,326,0
2025-01-23T10:52:24-06:00[America/Chicago],T-Mobile USA,38,343,223,28,467,0
2025-01-23T11:52:51-06:00[America/Chicago],T-Mobile USA,70,279,174,13,516,0
2025-01-23T12:53:28-06:00[America/Chicago],T-Mobile USA,50,269,274,16,342,0
2025-01-23T13:54:02-06:00[America/Chicago],T-Mobile USA,42,343,432,8,1274,1
2025-01-23T14:54:32-06:00[America/Chicago],T-Mobile USA,40,348,267,13,687,0
2025-01-23T15:55:06-06:00[America/Chicago],T-Mobile USA,46,381,359,15,458,0
2025-01-23T16:55:37-06:00[America/Chicago],T-Mobile USA,45,398,458,17,461,0
2025-01-23T17:56:02-06:00[America/Chicago],T-Mobile USA,41,294,169,30,450,1
2025-01-23T18:56:25-06:00[America/Chicago],T-Mobile USA,38,325,167,23,393,0
2025-01-23T19:56:58-06:00[America/Chicago],T-Mobile USA,44,240,435,30,389,0
2025-01-23T20:57:21-06:00[America/Chicago],T-Mobile USA,40,325,246,30,459,0
2025-01-23T21:57:46-06:00[America/Chicago],T-Mobile USA,40,392,384,30,387,0
2025-01-23T22:58:09-06:00[America/Chicago],T-Mobile USA,40,323,165,29,479,0
2025-01-24T00:59:10-06:00[America/Chicago],T-Mobile USA,104,5,1146,1,1005,0
2025-01-24T01:59:44-06:00[America/Chicago],T-Mobile USA,38,460,561,28,452,0
2025-01-24T04:00:45-06:00[America/Chicago],T-Mobile USA,40,393,603,24,572,0
2025-01-24T05:01:12-06:00[America/Chicago],T-Mobile USA,40,341,678,25,760,0
2025-01-24T06:01:46-06:00[America/Chicago],T-Mobile USA,40,454,519,26,544,0
2025-01-24T07:02:22-06:00[America/Chicago],T-Mobile USA,46,224,NaN,25,565,0
2025-01-24T08:02:44-06:00[America/Chicago],T-Mobile USA,38,300,205,26,489,0
2025-01-24T09:03:16-06:00[America/Chicago],T-Mobile USA,40,416,614,23,628,0
2025-01-24T10:03:47-06:00[America/Chicago],T-Mobile USA,39,274,246,23,863,0
2025-01-24T11:04:22-06:00[America/Chicago],T-Mobile USA,69,173,127,7,550,0
2025-01-24T12:04:58-06:00[America/Chicago],T-Mobile USA,61,267,286,6,1035,0
2025-01-24T13:05:26-06:00[America/Chicago],T-Mobile USA,59,257,183,5,671,0
2025-01-24T15:06:34-06:00[America/Chicago],T-Mobile USA,42,295,527,9,827,0
2025-01-24T16:07:08-06:00[America/Chicago],T-Mobile USA,41,304,553,11,1151,0
2025-01-24T17:07:42-06:00[America/Chicago],T-Mobile USA,52,205,793,8,849,0
2025-01-24T19:08:45-06:00[America/Chicago],T-Mobile USA,127,232,500,9,1118,0
2025-01-24T20:09:21-06:00[America/Chicago],T-Mobile USA,40,322,762,12,841,0
2025-01-24T21:09:57-06:00[America/Chicago],T-Mobile USA,52,335,675,8,1100,0
2025-01-24T22:10:28-06:00[America/Chicago],T-Mobile USA,47,218,801,10,1052,0
2025-01-24T23:11:00-06:00[America/Chicago],T-Mobile USA,42,312,846,7,399,1
2025-01-25T01:11:43-06:00[America/Chicago],T-Mobile USA,43,419,756,5,1334,0
2025-01-25T02:12:17-06:00[America/Chicago],T-Mobile USA,45,416,731,7,875,0
2025-01-25T03:12:53-06:00[America/Chicago],T-Mobile USA,43,400,932,8,636,0
2025-01-25T04:13:28-06:00[America/Chicago],T-Mobile USA,41,412,812,6,1281,0
2025-01-25T05:14:03-06:00[America/Chicago],T-Mobile USA,47,376,669,9,376,1
2025-01-25T06:14:36-06:00[America/Chicago],T-Mobile USA,56,290,314,10,635,0
2025-01-25T07:15:07-06:00[America/Chicago],T-Mobile USA,60,290,279,10,841,1
2025-01-25T08:15:42-06:00[America/Chicago],T-Mobile USA,43,357,521,8,1140,0
2025-01-25T09:16:17-06:00[America/Chicago],T-Mobile USA,48,403,466,10,1113,0
2025-01-25T10:16:48-06:00[America/Chicago],T-Mobile USA,40,353,475,11,1696,0
2025-01-25T11:17:18-06:00[America/Chicago],T-Mobile USA,53,342,371,8,1359,0
2025-01-25T12:17:53-06:00[America/Chicago],T-Mobile USA,45,329,468,11,638,0
2025-01-25T13:18:26-06:00[America/Chicago],T-Mobile USA,47,269,303,15,681,0
2025-01-25T14:18:59-06:00[America/Chicago],T-Mobile USA,47,267,275,15,470,0
2025-01-25T15:19:32-06:00[America/Chicago],T-Mobile USA,41,282,463,16,553,0
2025-01-25T16:44:45-06:00[America/Chicago],T-Mobile USA,47,310,279,12,491,0
2025-01-25T18:28:00-06:00[America/Chicago],T-Mobile USA,51,323,378,15,576,0
2025-01-25T19:28:36-06:00[America/Chicago],T-Mobile USA,53,334,743,16,417,0
2025-01-25T20:29:04-06:00[America/Chicago],T-Mobile USA,60,235,192,16,284,0
2025-01-25T21:29:37-06:00[America/Chicago],T-Mobile USA,45,312,458,17,502,0
2025-01-25T22:30:12-06:00[America/Chicago],T-Mobile USA,46,355,617,15,947,0
2025-01-25T23:30:46-06:00[America/Chicago],T-Mobile USA,46,363,522,17,1337,0
2025-01-26T00:31:16-06:00[America/Chicago],T-Mobile USA,43,331,740,16,456,0
2025-01-26T01:31:52-06:00[America/Chicago],T-Mobile USA,42,400,614,12,704,0
2025-01-26T02:32:24-06:00[America/Chicago],T-Mobile USA,46,358,592,11,901,0
2025-01-26T03:32:58-06:00[America/Chicago],T-Mobile USA,47,421,459,12,811,0
2025-01-26T04:33:31-06:00[America/Chicago],T-Mobile USA,40,377,722,11,579,0
2025-01-26T05:34:05-06:00[America/Chicago],T-Mobile USA,49,438,491,12,577,0
2025-01-26T06:34:40-06:00[America/Chicago],T-Mobile USA,40,175,283,13,959,0
2025-01-26T09:54:44-06:00[America/Chicago],T-Mobile USA,49,335,348,8,806,0
2025-01-26T10:55:16-06:00[America/Chicago],T-Mobile USA,40,247,867,9,991,0
2025-01-26T11:55:47-06:00[America/Chicago],T-Mobile USA,53,188,763,7,645,0
2025-01-26T12:56:22-06:00[America/Chicago],T-Mobile USA,51,212,586,7,741,0
2025-01-26T13:57:01-06:00[America/Chicago],T-Mobile USA,57,261,275,14,872,0
2025-01-26T14:57:38-06:00[America/Chicago],T-Mobile USA,50,285,726,6,221,0
2025-01-26T15:58:11-06:00[America/Chicago],T-Mobile USA,90,275,1065,6,208,0
2025-01-26T16:58:48-06:00[America/Chicago],T-Mobile USA,45,323,827,9,222,0
2025-01-26T17:59:22-06:00[America/Chicago],T-Mobile USA,44,277,696,11,1010,0
2025-01-26T18:59:53-06:00[America/Chicago],T-Mobile USA,51,208,777,11,1100,0
2025-01-26T20:00:28-06:00[America/Chicago],T-Mobile USA,48,273,856,11,927,0
2025-01-26T21:01:04-06:00[America/Chicago],T-Mobile USA,47,269,841,12,816,0
2025-01-26T22:01:39-06:00[America/Chicago],T-Mobile USA,46,256,928,13,588,0
2025-01-26T23:02:14-06:00[America/Chicago],T-Mobile USA,48,281,825,15,801,0
2025-01-27T00:02:43-06:00[America/Chicago],T-Mobile USA,40,405,273,22,594,0
2025-01-27T01:03:22-06:00[America/Chicago],T-Mobile USA,45,455,628,20,686,0
2025-01-27T02:03:57-06:00[America/Chicago],T-Mobile USA,45,455,603,19,259,0
2025-01-27T03:04:27-06:00[America/Chicago],T-Mobile USA,45,375,613,15,191,0
2025-01-27T04:05:02-06:00[America/Chicago],T-Mobile USA,43,481,448,13,473,0
2025-01-27T05:05:37-06:00[America/Chicago],T-Mobile USA,46,488,589,14,763,0
2025-01-27T06:07:05-06:00[America/Chicago],T-Mobile USA,69,249,169,13,573,0
2025-01-27T07:07:35-06:00[America/Chicago],T-Mobile USA,40,340,368,13,455,0
2025-01-27T08:08:08-06:00[America/Chicago],T-Mobile USA,40,296,233,12,405,0
2025-01-27T09:08:40-06:00[America/Chicago],T-Mobile USA,47,358,340,6,1045,0
2025-01-27T10:09:09-06:00[America/Chicago],T-Mobile USA,44,239,400,9,1012,0
2025-01-27T11:09:41-06:00[America/Chicago],T-Mobile USA,46,266,297,11,665,0
2025-01-27T12:10:18-06:00[America/Chicago],T-Mobile USA,49,253,500,12,935,0
2025-01-27T13:10:55-06:00[America/Chicago],T-Mobile USA,47,309,573,10,610,0
2025-01-27T14:11:31-06:00[America/Chicago],T-Mobile USA,43,253,383,11,1002,0
2025-01-27T15:12:07-06:00[America/Chicago],T-Mobile USA,50,228,308,12,502,0
2025-01-27T16:12:41-06:00[America/Chicago],T-Mobile USA,52,363,511,8,1278,0
2025-01-27T17:13:09-06:00[America/Chicago],T-Mobile USA,55,265,428,9,584,0
2025-01-27T18:13:41-06:00[America/Chicago],T-Mobile USA,44,295,526,12,203,0
2025-01-27T19:14:16-06:00[America/Chicago],T-Mobile USA,43,283,567,6,1172,0
2025-01-27T20:14:52-06:00[America/Chicago],T-Mobile USA,45,282,792,9,1589,0
2025-01-27T21:15:21-06:00[America/Chicago],T-Mobile USA,49,242,345,10,863,0
2025-01-27T22:15:57-06:00[America/Chicago],T-Mobile USA,57,267,289,9,571,0
2025-01-27T23:16:31-06:00[America/Chicago],T-Mobile USA,43,309,325,9,732,0
2025-01-28T00:17:03-06:00[America/Chicago],T-Mobile USA,58,361,753,7,932,0
2025-01-28T01:17:38-06:00[America/Chicago],T-Mobile USA,46,406,689,7,1186,0
2025-01-28T02:18:13-06:00[America/Chicago],T-Mobile USA,78,371,866,10,697,0
2025-01-28T03:18:45-06:00[America/Chicago],T-Mobile USA,40,301,1087,10,788,0
2025-01-28T04:19:21-06:00[America/Chicago],T-Mobile USA,44,360,769,11,1031,0
2025-01-28T05:19:56-06:00[America/Chicago],T-Mobile USA,41,381,650,10,1512,0
2025-01-28T07:20:44-06:00[America/Chicago],T-Mobile USA,48,393,612,10,1531,0
2025-01-28T08:21:15-06:00[America/Chicago],T-Mobile USA,60,220,170,9,704,NaN
2025-01-28T09:21:42-06:00[America/Chicago],T-Mobile USA,42,288,456,7,960,0
2025-01-28T10:22:13-06:00[America/Chicago],T-Mobile USA,50,279,375,5,1005,0
2025-01-28T11:22:44-06:00[America/Chicago],T-Mobile USA,52,304,413,15,550,0
2025-01-28T12:23:15-06:00[America/Chicago],T-Mobile USA,41,288,313,10,1192,0
2025-01-28T13:23:47-06:00[America/Chicago],T-Mobile USA,43,260,410,13,439,0
2025-01-28T14:24:22-06:00[America/Chicago],T-Mobile USA,47,297,812,9,405,3
2025-01-28T15:24:55-06:00[America/Chicago],T-Mobile USA,48,294,418,13,717,0
2025-01-28T16:25:29-06:00[America/Chicago],T-Mobile USA,43,146,380,13,910,1
2025-01-28T17:25:59-06:00[America/Chicago],T-Mobile USA,40,207,904,7,802,0
2025-01-28T18:26:34-06:00[America/Chicago],T-Mobile USA,41,238,683,11,1240,0
2025-01-28T19:27:12-06:00[America/Chicago],T-Mobile USA,41,224,660,13,962,1
2025-01-28T20:27:45-06:00[America/Chicago],T-Mobile USA,46,275,865,13,879,1
2025-01-28T22:28:33-06:00[America/Chicago],T-Mobile USA,46,331,695,8,1348,0
2025-01-28T23:29:05-06:00[America/Chicago],T-Mobile USA,46,320,546,10,985,0
2025-01-29T00:29:34-06:00[America/Chicago],T-Mobile USA,40,229,643,11,789,0
2025-01-29T01:30:05-06:00[America/Chicago],T-Mobile USA,49,352,776,12,944,0
2025-01-29T02:30:41-06:00[America/Chicago],T-Mobile USA,50,399,724,10,1843,0
2025-01-29T03:31:11-06:00[America/Chicago],T-Mobile USA,48,337,644,10,1102,0
2025-01-29T04:31:41-06:00[America/Chicago],T-Mobile USA,40,379,751,11,1298,0
2025-01-29T05:32:17-06:00[America/Chicago],T-Mobile USA,43,429,694,8,715,0
2025-01-29T06:32:51-06:00[America/Chicago],T-Mobile USA,44,455,573,15,936,0
2025-01-29T07:33:25-06:00[America/Chicago],T-Mobile USA,42,370,434,14,1314,0
2025-01-29T08:33:56-06:00[America/Chicago],T-Mobile USA,59,371,505,5,748,0
2025-01-29T09:34:31-06:00[America/Chicago],T-Mobile USA,43,414,746,13,661,0
2025-01-29T10:35:06-06:00[America/Chicago],T-Mobile USA,72,188,445,8,1818,0
2025-01-29T11:35:38-06:00[America/Chicago],T-Mobile USA,47,287,577,10,635,0
2025-01-29T13:36:19-06:00[America/Chicago],T-Mobile USA,42,342,847,11,1217,0
2025-01-29T14:36:51-06:00[America/Chicago],T-Mobile USA,47,352,691,11,1241,0
2025-01-29T15:37:27-06:00[America/Chicago],T-Mobile USA,43,291,787,7,1428,0
2025-01-29T16:38:02-06:00[America/Chicago],T-Mobile USA,37,291,351,4,1392,0
2025-01-29T18:39:06-06:00[America/Chicago],T-Mobile USA,44,262,661,9,1299,0
2025-01-29T19:39:41-06:00[America/Chicago],T-Mobile USA,41,224,813,8,1086,0
2025-01-29T20:40:17-06:00[America/Chicago],T-Mobile USA,52,235,741,5,777,0
2025-01-29T21:40:54-06:00[America/Chicago],T-Mobile USA,68,210,412,4,818,0
2025-01-29T22:41:21-06:00[America/Chicago],T-Mobile USA,51,282,381,6,1002,0
2025-01-29T23:41:53-06:00[America/Chicago],T-Mobile USA,45,346,418,4,1181,0
2025-01-30T00:42:28-06:00[America/Chicago],T-Mobile USA,50,346,768,7,1237,0
2025-01-30T01:43:03-06:00[America/Chicago],T-Mobile USA,42,395,716,7,707,0
2025-01-30T02:43:38-06:00[America/Chicago],T-Mobile USA,54,409,659,9,838,0
2025-01-30T03:44:13-06:00[America/Chicago],T-Mobile USA,47,332,779,7,1069,0
2025-01-30T04:44:39-06:00[America/Chicago],T-Mobile USA,47,284,791,9,1540,0
2025-01-30T05:45:12-06:00[America/Chicago],T-Mobile USA,44,272,544,9,936,0
2025-01-30T06:45:42-06:00[America/Chicago],T-Mobile USA,52,277,1011,10,538,0
2025-01-30T07:46:16-06:00[America/Chicago],T-Mobile USA,44,257,543,7,935,0
2025-01-30T08:46:50-06:00[America/Chicago],T-Mobile USA,43,259,480,7,1212,0
2025-01-30T09:47:25-06:00[America/Chicago],T-Mobile USA,56,321,886,5,696,0
2025-01-30T10:47:58-06:00[America/Chicago],T-Mobile USA,71,264,381,2,906,0
2025-01-30T11:48:34-06:00[America/Chicago],T-Mobile USA,53,351,601,6,718,0
2025-01-30T12:49:00-06:00[America/Chicago],T-Mobile USA,52,245,631,4,1183,0
2025-01-30T13:49:35-06:00[America/Chicago],T-Mobile USA,70,188,221,4,765,0
2025-01-30T14:50:09-06:00[America/Chicago],T-Mobile USA,59,235,758,3,1008,0
2025-01-30T15:50:42-06:00[America/Chicago],T-Mobile USA,50,347,944,3,854,0
2025-01-30T17:19:04-06:00[America/Chicago],T-Mobile USA,46,252,973,3,337,0
2025-01-30T19:34:23-06:00[America/Chicago],T-Mobile USA,51,210,629,3,1782,0
2025-01-30T22:23:58-06:00[America/Chicago],T-Mobile USA,40,266,625,4,796,0
2025-01-31T01:35:32-06:00[America/Chicago],T-Mobile USA,59,275,380,4,589,0
2025-01-31T04:24:11-06:00[America/Chicago],T-Mobile USA,46,348,731,9,873,0
2025-01-31T06:15:28-06:00[America/Chicago],T-Mobile USA,56,400,371,7,887,0
2025-01-31T08:16:13-06:00[America/Chicago],T-Mobile USA,52,326,585,7,784,0
2025-01-31T09:16:50-06:00[America/Chicago],T-Mobile USA,46,440,464,9,644,0
2025-01-31T10:17:17-06:00[America/Chicago],T-Mobile USA,63,181,149,4,883,0
2025-01-31T11:17:50-06:00[America/Chicago],T-Mobile USA,49,242,102,7,904,0
2025-01-31T12:18:21-06:00[America/Chicago],T-Mobile USA,63,298,329,6,473,0
2025-01-31T13:18:57-06:00[America/Chicago],T-Mobile USA,341,278,595,5,722,3
2025-01-31T14:19:32-06:00[America/Chicago],T-Mobile USA,49,367,585,4,809,0
2025-01-31T15:20:42-06:00[America/Chicago],T-Mobile USA,50,306,626,5,903,0
2025-01-31T16:21:15-06:00[America/Chicago],T-Mobile USA,51,209,630,6,765,0
2025-01-31T17:53:55-06:00[America/Chicago],T-Mobile USA,53,366,847,3,638,0
2025-01-31T18:54:27-06:00[America/Chicago],T-Mobile USA,43,242,745,3,961,0
2025-01-31T19:55:02-06:00[America/Chicago],T-Mobile USA,54,345,742,3,966,0
2025-01-31T20:55:38-06:00[America/Chicago],T-Mobile USA,54,273,1024,2,909,5
2025-01-31T21:56:11-06:00[America/Chicago],T-Mobile USA,55,346,779,1,1470,9
2025-01-31T23:57:19-06:00[America/Chicago],T-Mobile USA,51,317,745,3,641,0
2025-02-01T00:57:54-06:00[America/Chicago],T-Mobile USA,52,306,481,3,563,8
2025-02-01T01:58:29-06:00[America/Chicago],T-Mobile USA,51,298,927,3,954,0
2025-02-01T02:59:06-06:00[America/Chicago],T-Mobile USA,48,374,815,4,NaN,3
2025-02-01T03:59:40-06:00[America/Chicago],T-Mobile USA,46,373,616,7,1041,0
2025-02-01T05:00:13-06:00[America/Chicago],T-Mobile USA,52,382,722,5,494,0
2025-02-01T06:00:57-06:00[America/Chicago],T-Mobile USA,50,442,526,7,770,0
2025-02-01T07:05:32-06:00[America/Chicago],T-Mobile USA,40,396,424,7,1182,0
2025-02-01T08:21:10-06:00[America/Chicago],T-Mobile USA,43,368,694,8,929,5
2025-02-01T09:21:40-06:00[America/Chicago],T-Mobile USA,46,322,557,5,746,0
2025-02-01T15:56:22-06:00[America/Chicago],T-Mobile USA,69,190,166,2,1151,NaN
2025-02-02T06:53:25-06:00[America/Chicago],T-Mobile USA,41,437,520,20,540,0
2025-02-02T08:04:09-06:00[America/Chicago],T-Mobile USA,41,405,421,21,653,0
2025-02-02T09:04:41-06:00[America/Chicago],T-Mobile USA,44,391,385,20,620,0
2025-02-02T10:05:15-06:00[America/Chicago],T-Mobile USA,46,367,529,18,805,0
2025-02-02T11:05:46-06:00[America/Chicago],T-Mobile USA,40,276,152,18,692,0
2025-02-02T12:06:18-06:00[America/Chicago],T-Mobile USA,50,349,334,16,799,0
2025-02-02T13:06:52-06:00[America/Chicago],T-Mobile USA,45,288,712,17,936,0
2025-02-02T14:07:27-06:00[America/Chicago],T-Mobile USA,43,308,588,18,466,0
2025-02-02T15:08:03-06:00[America/Chicago],T-Mobile USA,48,361,804,10,752,0
2025-02-02T16:08:35-06:00[America/Chicago],T-Mobile USA,48,318,648,8,237,0
2025-02-02T17:09:04-06:00[America/Chicago],T-Mobile USA,41,272,564,9,793,0
2025-02-02T18:09:39-06:00[America/Chicago],T-Mobile USA,50,333,588,7,NaN,0
2025-02-02T19:10:12-06:00[America/Chicago],T-Mobile USA,52,343,627,9,969,1
2025-02-02T20:10:47-06:00[America/Chicago],T-Mobile USA,46,302,810,8,1021,0
2025-02-02T21:11:23-06:00[America/Chicago],T-Mobile USA,44,329,870,8,1000,0
2025-02-02T22:11:58-06:00[America/Chicago],T-Mobile USA,57,297,224,8,482,0
2025-02-02T23:12:30-06:00[America/Chicago],T-Mobile USA,45,420,470,9,1426,0
2025-02-03T00:13:07-06:00[America/Chicago],T-Mobile USA,49,409,907,10,1172,0
2025-02-03T01:13:40-06:00[America/Chicago],T-Mobile USA,44,414,699,9,NaN,0
2025-02-03T02:14:15-06:00[America/Chicago],T-Mobile USA,40,446,604,10,786,0
2025-02-03T03:14:49-06:00[America/Chicago],T-Mobile USA,48,466,679,10,1118,0
2025-02-03T04:15:26-06:00[America/Chicago],T-Mobile USA,80,445,254,9,1108,0
2025-02-03T05:16:01-06:00[America/Chicago],T-Mobile USA,55,388,230,9,467,0
2025-02-03T06:16:39-06:00[America/Chicago],T-Mobile USA,48,485,608,7,1921,0
2025-02-03T07:32:05-06:00[America/Chicago],T-Mobile USA,40,411,495,5,1044,0
2025-02-03T08:32:38-06:00[America/Chicago],T-Mobile USA,53,441,563,7,654,0
2025-02-03T09:33:07-06:00[America/Chicago],T-Mobile USA,40,319,342,10,189,0
2025-02-03T10:33:42-06:00[America/Chicago],T-Mobile USA,43,286,671,7,177,0
2025-02-03T11:34:18-06:00[America/Chicago],T-Mobile USA,47,412,789,8,491,1
2025-02-03T12:34:52-06:00[America/Chicago],T-Mobile USA,40,331,543,17,450,0
2025-02-03T13:35:23-06:00[America/Chicago],T-Mobile USA,42,313,522,11,884,0
